subject,body,sender,label
Class Schedule Update,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",updates@linkedin.com,0
Your subscription is confirmed,Your support ticket #12458 has been updated. Please review the response.,service@netflix.com,0
LinkedIn: You've got a new connection,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
URGENT: Your Account Has Been Suspended,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
PayPal: Resolve issue to avoid limitation,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",admin@verification-alert.com,1
LinkedIn: You've got a new connection,Your flight from New York to London has been confirmed. Check your itinerary.,updates@linkedin.com,0
Update on your support ticket,You've got a new connection request from David on LinkedIn.,hr@company.com,0
Meeting Reminder: Project Sync at 3 PM,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
Click here to claim your prize,Apple ID Locked. Immediate action required to unlock your account.,noreply@resetpass-secure.com,1
Reset your Netflix password,We detected suspicious activity on your bank account. Confirm your details immediately.,paypal-update@notice-mail.com,1
Flight Itinerary Confirmation,We noticed a sign-in to your Google account from a new device.,updates@linkedin.com,0
You've won a $1000 gift card,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Verify your identity now!,We detected suspicious activity on your bank account. Confirm your details immediately.,taxrefund@gov-support.org,1
Your subscription is confirmed,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",support@amazon.com,0
Final Notice: Account Termination,We detected suspicious activity on your bank account. Confirm your details immediately.,noreply@resetpass-secure.com,1
PayPal: Resolve issue to avoid limitation,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",paypal-update@notice-mail.com,1
Final Notice: Account Termination,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
PayPal: Resolve issue to avoid limitation,Your Amazon account will be locked unless you update your billing details.,taxrefund@gov-support.org,1
Meeting Reminder: Project Sync at 3 PM,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,support@amazon.com,0
Meeting Reminder: Project Sync at 3 PM,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",support@amazon.com,0
Unusual Login Attempt Detected,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,taxrefund@gov-support.org,1
You've won a $1000 gift card,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
Unusual Login Attempt Detected,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,security-alert@googl3.com,1
You've won a $1000 gift card,Final warning: Failure to respond will result in account deactivation.,billing@amazon-check.com,1
Reset your Netflix password,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",billing@amazon-check.com,1
Click here to claim your prize,Final warning: Failure to respond will result in account deactivation.,paypal-update@notice-mail.com,1
Click here to claim your prize,Apple ID Locked. Immediate action required to unlock your account.,security-alert@googl3.com,1
Thank you for your feedback,You've got a new connection request from David on LinkedIn.,service@netflix.com,0
URGENT: Your Account Has Been Suspended,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
Invoice for your recent purchase,Thank you for submitting the feedback form. We appreciate your input.,support@amazon.com,0
Verify your identity now!,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
URGENT: Your Account Has Been Suspended,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",apple@locked-portal.com,1
Unusual Login Attempt Detected,Apple ID Locked. Immediate action required to unlock your account.,apple@locked-portal.com,1
LinkedIn: You've got a new connection,Your flight from New York to London has been confirmed. Check your itinerary.,noreply@google.com,0
Invoice for your recent purchase,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",admin@university.edu,0
Invoice for your recent purchase,We noticed a sign-in to your Google account from a new device.,service@netflix.com,0
Update on your support ticket,"Please note, your class schedule has been updated. Visit the portal to view changes.",service@netflix.com,0
Final Notice: Account Termination,Final warning: Failure to respond will result in account deactivation.,apple@locked-portal.com,1
Your subscription is confirmed,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,billing@amazon-check.com,1
PayPal: Resolve issue to avoid limitation,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",admin@verification-alert.com,1
PayPal: Resolve issue to avoid limitation,We detected suspicious activity on your bank account. Confirm your details immediately.,apple@locked-portal.com,1
Class Schedule Update,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",team@company.com,0
Security Alert: Password Expired,Your Amazon account will be locked unless you update your billing details.,netflix@secure-mail.com,1
Unusual Login Attempt Detected,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
Flight Itinerary Confirmation,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
Thank you for your feedback,Your flight from New York to London has been confirmed. Check your itinerary.,noreply@google.com,0
Flight Itinerary Confirmation,You've got a new connection request from David on LinkedIn.,noreply@google.com,0
Your subscription is confirmed,You've got a new connection request from David on LinkedIn.,noreply@google.com,0
Final Notice: Account Termination,We detected suspicious activity on your bank account. Confirm your details immediately.,security-alert@googl3.com,1
Reset your Netflix password,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
You've won a $1000 gift card,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
Invoice for your recent purchase,We noticed a sign-in to your Google account from a new device.,team@company.com,0
Your subscription is confirmed,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",support@amazon.com,0
Security Alert: Password Expired,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
Final Notice: Account Termination,Security Alert: We blocked a suspicious login. Click to secure your account.,admin@verification-alert.com,1
Flight Itinerary Confirmation,"Please note, your class schedule has been updated. Visit the portal to view changes.",hr@company.com,0
You are eligible for a tax refund!,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
You've won a $1000 gift card,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,support@amazon.com,0
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,admin@university.edu,0
You've won a $1000 gift card,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Unusual Login Attempt Detected,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",admin@verification-alert.com,1
Final Notice: Account Termination,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",apple@locked-portal.com,1
Meeting Reminder: Project Sync at 3 PM,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
